"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8","eeg",
-17.6924,-98.718,4.8716,-3.3335,-4.3589,6.9229,-5.8975,-39.7437,4.3589,1.2822,11.5386,2.8203,-1.2822,1.2822,,
-20.7693,-98.718,3.8459,-2.3079,-1.7947,6.4104,-2.3079,-45.8975,-0.76929,4.3591,6.9231,0.76929,5.3845,5.3845,,
-18.718,-99.7437,3.8459,-1.7947,-2.3079,6.9231,-0.25659,-42.8206,-2.8206,5.8977,6.4104,0.25659,11.0256,7.4358,,
-16.4104,-98.4617,7.6921,-3.5896,1.0256,9.7434,3.0769,-37.436,-3.0769,-1.0256,7.1794,-2.0515,11.282,4.1023,,
-12.564,-96.1538,10,1.2822,3.3335,8.4614,4.3589,-40.2563,-6.9229,-6.9229,-0.25635,-3.333,10.5132,0.25635,,
-7.1794,-90.2563,10.2566,9.7434,1.0256,10.2566,4.6155,-33.8462,-6.6667,-2.5642,-3.5896,-1.0256,7.1794,4.6155,,
-3.8462,-86.9231,12.564,8.4614,-1.7949,11.5386,2.3076,-23.3335,-5.3848,-1.7949,1.7949,-4.8716,2.8203,8.4614,,
2.564,-87.1794,13.8462,5.6411,-1.5386,8.2051,-0.5127,-28.2051,-4.6152,-6.6665,3.0771,-6.6665,0.5127,4.6152,,
2.564,-87.6924,11.7949,6.6665,0,4.6152,0,-37.436,-7.1797,-9.7437,0,-6.1538,-2.564,0.5127,,
-2.564,-85.1282,10.769,7.6924,-2.0513,7.1797,2.0513,-28.7178,-7.6924,-7.1797,3.5898,-3.0771,2.564,5.1279,,
-4.3589,-84.3589,11.0259,7.436,-4.3589,10,0.25635,-21.7949,-4.3589,-2.8203,8.9746,-0.25635,12.0513,12.0513,,
-4.6152,-84.6155,10.769,9.7437,0,7.6924,0,-28.2051,-2.0513,-5.1284,8.7178,-5.1284,10.2563,8.7178,,
-8.4617,-85.3845,8.4617,2.8206,-1.282,1.282,1.282,-28.4617,-4.3591,-8.9744,6.9231,-9.9998,2.3079,1.7947,,
-7.4358,-85.3845,10.5129,-3.8459,-1.282,2.3079,2.3079,-18.2053,-2.8206,1.7947,7.4358,-2.8206,1.282,7.9485,,
-5.6406,-83.0767,10.7695,0.51318,-0.5127,3.5898,0,-17.4355,-1.5381,7.1797,9.231,0,-1.5381,10.2568,,
-6.1538,-81.5386,10.2563,9.2305,0.51269,0,-1.5386,-18.4614,0,1.0254,11.2822,-4.6152,-3.5898,4.6152,,
-5.6411,-82.5642,13.333,10.769,0,-3.0771,0,-10.7695,-1.5386,2.564,6.1538,-0.51318,1.5381,9.7432,,
-6.6667,-84.1025,11.7947,9.7434,-4.1028,-4.6155,-1.5383,-4.6155,-7.1794,4.1023,2.5642,1.5383,6.6667,15.8972,,
-5.1282,-85.6409,10.7693,9.2307,-2.5642,-4.6155,-1.5383,-6.6667,-5.6409,2.5642,6.1541,1.5383,6.1541,12.3079,,
-7.6921,-89.7434,10.7693,1.0256,-5.6409,-7.1794,-1.0256,-18.4617,-4.6155,4.6155,1.0256,5.1282,1.5383,5.6409,,
-8.2048,-87.6921,13.3333,0.51294,-8.718,-9.7434,1.5383,-22.051,-6.1536,5.1282,-0.51294,8.2053,1.5383,8.2053,,
-3.8464,-82.3079,14.6155,9.4871,-1.282,-6.4104,1.282,-15.1282,-1.7952,-2.3079,11.5383,3.3333,3.8459,11.0256,,
-2.3076,-82.8206,13.0771,11.5386,1.2822,-3.3335,-1.2822,-13.5898,1.2822,-3.3335,16.6665,-1.7949,7.436,4.3589,,
1.7949,-84.8718,12.0513,8.9741,-0.76904,-6.4102,2.8203,-16.6665,-2.3076,-1.2822,8.4614,-3.8462,13.5898,0.76904,,
6.4104,-84.8718,14.1023,7.4358,-1.282,-10.5129,3.8459,-14.6155,-4.3591,-5.8977,3.8459,-9.4871,9.9998,1.282,,
8.4617,-81.7949,16.1541,6.4104,0.25659,-7.9485,3.8464,-17.1794,-0.25659,-6.4104,6.9231,-11.0256,3.3333,-3.3333,,
8.718,-79.9998,16.9231,5.6414,1.0256,-8.2048,6.6667,-25.1282,-1.0256,-6.1536,7.6926,-9.7434,8.718,-7.1794,,
7.9485,-80.2566,13.5896,6.4104,-1.282,-3.3333,1.7947,-19.2307,-3.3333,-4.8718,5.3845,-9.4871,6.9231,1.282,,
4.1025,-81.0256,6.667,6.1538,-6.1538,3.0771,-9.7437,-12.8203,1.5386,-1.5386,2.0513,-4.6152,-8.0769,10.2563,,
0,-79.9998,7.1797,3.5898,-6.1538,-2.564,-11.2817,-23.0767,4.103,0,3.5898,4.103,-11.2817,9.7437,,
0.25635,-82.8206,8.9746,-0.25635,-5.8975,-12.564,-2.3076,-31.5386,0.76904,-0.25635,8.9746,1.7949,0.76904,4.8721,,
2.0515,-87.6924,5.6409,-2.5642,-8.2053,-12.8206,2.0515,-28.2053,-0.51294,0.51294,8.718,-7.1794,6.1541,2.5642,,
1.7949,-85.8975,8.4614,-2.8203,-3.8462,-8.9741,-0.76904,-27.436,0.76904,1.2822,7.436,-5.8975,1.2822,5.8975,,
0,-82.0513,16.9229,-0.5127,2.564,-5.6411,0,-28.7178,0.51269,-0.5127,12.3076,-1.0259,0,4.1025,,
-1.5383,-80.5127,15.3845,1.5383,1.5383,-3.5896,5.1282,-27.6924,3.0769,-2.051,15.3845,-3.0769,5.6409,-2.5642,,
-1.7949,-76.1538,11.0259,2.3076,0.25635,-3.333,3.8462,-23.8462,5.8975,-0.25635,12.5645,-3.333,11.0259,-1.7949,,
-0.25635,-77.1797,15.1279,0.25635,1.7949,-4.3589,1.2817,-18.7183,1.7949,-2.3076,11.0254,-5.3848,11.0254,-1.2822,,
2.0515,-76.9231,18.4617,3.5896,2.0515,-6.1536,1.0256,-16.9231,-1.0256,-6.6667,13.3333,-5.6409,10.2566,-2.051,,
3.3335,-75.1282,16.1538,7.9487,1.7949,-10.5127,-0.25635,-21.7949,0.25635,-3.8462,12.5645,-3.333,11.5386,-3.8462,,
5.1282,-74.8721,16.4099,8.718,2.5637,-10.2566,1.0256,-26.1541,-1.0256,-2.0515,10.2561,-6.6667,10.2561,-8.718,,
14.1028,-70,21.282,13.5896,5.3845,-3.3333,3.8459,-17.6921,-4.3591,-5.3845,11.5383,-9.4871,3.3333,-8.9744,,
19.7437,-61.7949,25.8975,20.769,7.436,0.25635,5.3848,-4.3589,-0.25635,-2.3076,12.564,-3.8462,-1.7949,-2.8203,,
12.3076,-64.1025,17.9487,15.8975,2.0513,-4.1025,-2.0513,-5.6411,0,0,9.2305,-2.0513,2.0513,-2.0513,,
11.0256,-66.9231,14.6155,13.0769,4.8718,-1.282,-1.7952,-3.3333,-0.76929,-0.76929,10.5125,-1.282,9.4871,0.76929,,
10.5127,-66.4102,12.0513,11.0259,5.3848,-3.3335,2.8203,-1.2822,-1.2822,-3.8462,8.9746,-2.3076,0.25635,-0.25635,,
2.8203,-70,8.9746,7.436,-1.2822,-7.436,1.2822,-3.8462,2.8203,-1.7949,8.4614,-2.3076,-4.3589,2.8203,,
-4.6152,-74.8718,12.8208,8.7178,0,-4.1025,0,-4.1025,5.1284,0,10.7695,-1.5386,2.0513,8.7178,,
-5.1284,-75.8975,13.3335,8.2051,1.5386,-5.1284,0.5127,-3.0771,-0.5127,1.5386,9.2305,-3.5898,-3.0771,3.0767,,
-2.3076,-73.0769,10.5127,6.4102,1.2822,-10,2.8203,-2.3076,1.7949,8.4614,11.0254,-1.2822,-8.9746,-3.3335,,
-3.3333,-74.1028,12.5642,5.8972,1.7947,-10.5129,1.282,-3.3333,5.8972,2.3074,10.5125,-1.7952,-1.7952,-1.282,,
-1.5386,-73.8462,15.8975,7.1797,-0.5127,-9.7437,0.5127,-2.564,1.5386,-7.6924,8.2051,-6.6665,5.6411,3.5898,,
0.76953,-72.051,14.1025,8.4619,-1.7949,-9.4868,0.25635,-0.25635,-1.2817,-4.8716,10,-6.9229,4.3589,2.8208,,
-1.5383,-72.8206,11.7947,12.3079,0.51294,-4.1023,-1.5383,5.6409,5.1282,-1.5383,13.8464,-0.51294,-0.51294,4.1028,,
-5.6409,-72.3079,9.7434,12.8206,-3.0769,-3.0769,-6.6667,7.1794,6.6667,-0.51294,10.7693,0.51294,-4.1028,8.2048,,
-3.8462,-66.9229,11.0259,10,-3.333,-8.4614,-10.5127,7.436,1.7949,5.3848,8.4619,-1.7949,-5.8975,11.0259,,
2.5645,-68.2048,12.8208,12.3081,0,-8.7178,-12.3076,10.7695,-2.0513,0,8.7183,-0.5127,-9.2305,9.231,,
5.3848,-72.051,11.5386,16.667,-0.25635,-6.9229,-10,9.4873,-2.8203,-5.3843,6.4102,0.25635,-5.8975,8.4619,,
5.1282,-68.718,12.3074,16.9231,-5.1282,-12.8206,-6.6667,1.0256,-4.6155,0.51294,1.5383,-1.0256,-0.51294,7.1794,,
7.6921,-64.1028,15.3845,13.3333,-4.6155,-15.385,-4.1028,-2.0515,-3.0774,1.0256,1.0256,-1.0256,2.051,3.5896,,
5.3848,-67.4358,10,6.9233,-3.3335,-12.0513,-3.3335,0.25635,-0.25635,-8.4614,1.7949,-2.8203,2.8208,1.2822,,
0.25635,-67.9487,2.8203,5.8975,-4.3589,-6.4102,-4.3589,3.8462,-0.25635,-9.4873,4.3589,-6.4102,2.8203,5.3848,,
-0.25635,-62.8206,7.9487,12.564,-1.2822,-2.8203,-2.3076,9.4873,0.25635,-4.3589,8.9746,-6.4102,2.8203,7.436,,
0,-64.1028,10.2563,10.769,0,-8.7183,0.5127,9.7437,-5.1284,-8.2051,9.2305,-8.2051,2.0513,-4.6157,,
0.76904,-65.3845,4.8716,6.9233,-0.76904,-9.4873,1.2822,7.9487,-8.9741,-11.0254,6.9233,-13.0767,3.8462,-10,,
-1.0256,-63.0771,4.615,7.6921,1.0256,-5.6414,3.0769,8.718,-7.1794,-8.718,5.1282,-17.949,7.6921,-4.1028,,
-4.8716,-63.3333,9.4873,7.9487,2.8203,-8.4614,3.8462,12.564,-3.3335,-4.3589,7.9487,-12.0513,13.0771,-2.8203,,
-6.4104,-66.4102,11.0256,7.4358,0.25659,-10.0002,2.8206,14.1028,-0.25659,-4.3591,11.0256,-3.8459,11.0256,-1.7947,,
-7.6921,-67.1794,7.1794,7.6921,-1.0256,-5.1282,-1.5383,15.3845,1.0256,-1.5383,11.7952,-5.1282,2.5642,4.1028,,
-10.2561,-69.7434,3.0769,5.6414,-3.0769,-10.7693,-8.718,15.8977,1.0256,4.6155,10.2566,-6.1536,-1.0256,10.7693,,
-3.3337,-72.5642,0.76929,3.3333,-6.9231,-19.7439,-10.0002,14.1023,-0.76929,1.7947,5.8972,-0.76929,2.3074,15.1282,,
3.5898,-69.7437,1.0254,7.6924,-9.7437,-13.3335,-6.667,17.9487,-0.5127,-2.564,9.7437,0.5127,-2.564,15.3843,,
-4.8718,-68.4614,3.3333,8.4617,-8.9744,-13.5896,-4.8718,21.7947,4.3591,3.3333,19.7434,-3.3333,-6.4104,7.949,,
-13.0767,-70.5127,1.7949,1.7949,-8.9741,-26.4102,-12.564,18.2051,5.8975,5.3848,17.6924,-7.9487,-1.7949,1.7949,,
-6.4102,-63.3335,4.3589,3.8462,-5.8975,-17.6924,-13.0771,19.7437,3.8462,-2.3076,12.0513,-7.436,2.3076,8.9741,,
1.282,-58.718,11.5383,5.3845,2.8206,-3.3333,-3.3333,23.8459,-1.282,-5.3845,12.5642,-3.8464,-1.282,13.5896,,
-3.0771,-61.5386,15.8975,4.1025,4.6152,-10.7695,1.5386,16.4102,-1.5386,-3.0771,10.769,-5.1284,-2.564,4.1025,,
-10.0002,-62.3076,11.5383,7.9485,1.7947,-25.3848,0.25659,5.3845,-0.25659,-8.9744,0.76929,-14.6155,2.3079,-7.4358,,
-4.3589,-57.6924,13.0767,17.6924,8.4614,-20.2563,-0.76904,7.9487,1.7949,-7.9487,0.76904,-14.1025,4.8716,-2.3076,,
-0.51294,-59.4871,10.7693,17.949,9.7434,-14.3591,-3.5896,2.5642,0.51294,-4.6155,5.1282,-11.7947,-5.1282,2.5642,,
0,-60,9.231,14.8716,12.3076,-12.8203,5.1284,-7.1797,4.6152,-1.5386,8.2051,-12.3076,-3.0771,0,,
-2.0513,-62.5642,8.7178,7.1792,9.2305,-14.3589,7.6924,-14.8721,4.6152,-0.5127,1.0254,-11.7949,0.5127,-1.5386,,
-0.51294,-65.1282,8.718,4.1028,3.5896,-11.7947,-1.0256,-24.6155,3.5896,1.5383,0.51294,-3.0769,-3.0769,0.51294,,
0.51294,-65.1282,6.1541,5.1282,3.0769,-8.2048,-0.51294,-35.3845,5.1282,1.5383,9.2307,-1.0256,-8.2048,-2.5642,,
-2.0515,-67.1794,1.0256,1.5383,3.5896,-7.6921,4.1023,-37.9487,2.051,1.5383,7.1794,-5.6409,-6.6667,-1.0256,,
-2.5642,-68.2051,0.51294,1.0256,5.1282,-1.5383,1.0256,-34.3591,-0.51294,8.718,3.5896,-1.0256,-3.0769,6.1536,,
-6.4104,-71.0259,-1.7952,0.76929,3.8459,6.9231,-2.3079,-37.6924,1.7947,8.4612,8.4612,-0.76929,-4.8718,3.8459,,
-7.6921,-73.8462,-7.1794,-3.5896,6.1541,9.2307,1.5383,-39.4871,4.1028,3.0769,12.8206,-1.5383,-3.0769,5.1282,,
-6.6667,-71.7947,-4.6155,-4.1023,4.1028,8.718,1.0256,-40.5127,-1.0256,2.0515,9.7439,5.1282,-7.6921,13.3333,,
-5.3848,-66.9231,0.25635,1.2822,0.25635,14.1025,-0.25635,-42.8206,-8.4614,-0.25635,5.3848,5.3848,-14.1025,13.5898,,
0.5127,-67.6924,-0.5127,5.6411,8.2051,22.0513,7.6924,-40,-10.2563,-6.6665,0.5127,-4.6152,-10.769,10.2563,,
8.2053,-68.2051,0.51294,8.2053,11.7952,25.6409,10.2566,-35.8975,-0.51294,-3.0769,-1.5383,-5.6409,-4.6155,14.3591,,
9.4873,-67.436,0.25635,5.3848,0.76904,20.2563,1.2817,-40.7693,-0.25635,-3.3335,-1.7949,-6.4102,-11.5386,9.4873,,
14.3589,-63.5898,-0.5127,4.6152,4.1025,19.4873,0.5127,-42.0513,-8.7178,-11.7949,1.0259,-9.231,-14.8716,3.5898,,
21.5386,-59.4871,0,6.667,12.8208,28.2056,5.1284,-34.3589,-13.333,-13.8457,0,-10.769,-8.7178,5.1284,,
25.1284,-56.4104,4.1025,9.231,10.2563,36.4102,7.1797,-27.1797,-10.2563,-8.7178,-4.1025,-11.2822,-14.8716,5.6411,,
28.7183,-48.7178,8.7183,12.8208,9.7437,41.0259,8.2051,-26.1538,-6.1538,-4.6152,-2.564,-8.2051,-19.4873,2.564,,
31.0254,-44.3589,8.4614,14.6152,17.6924,40.2563,11.0254,-30.5129,-2.8203,-3.3335,0.76904,-4.8716,-8.9746,-0.76904,,
31.7949,-48.718,8.2051,12.3076,17.436,35.8975,13.8462,-35.8975,-2.564,-4.6152,-4.1025,-5.6411,1.5386,-1.5386,,
37.6924,-44.8716,12.0513,14.1025,15.6411,32.0513,15.1284,-35.6409,-4.3589,-3.333,-5.3843,-6.9229,-0.25635,0.25635,,
35.1282,-37.1797,13.5896,14.6155,18.2048,30.5125,15.6409,-28.9746,-2.3079,-0.76929,0.76929,-11.5388,-6.4104,-1.282,,
26.1541,-42.0513,10.2566,11.282,14.8718,31.7947,14.3591,-18.4617,-1.5383,-3.0769,1.5383,-14.3591,-5.6409,-2.5642,,
23.3335,-50.5129,5.3848,10,9.4873,27.436,9.4873,-19.231,-4.8716,-6.9229,-0.76904,-9.4873,-4.8716,0.76904,,
21.2817,-50.5129,5.3843,9.4868,11.5386,17.1792,11.0254,-29.4873,-3.3335,-2.8208,-0.25635,-9.4873,-12.5645,0.25635,,
8.9744,-53.0769,2.3079,8.9744,6.4104,11.0256,8.9744,-25.8972,-1.282,-3.3333,1.282,-19.2307,-22.3079,-4.8718,,
-0.25635,-55.6411,0.25635,10.5127,3.333,16.1538,0.76904,-13.0771,1.2817,-2.3076,13.0767,-17.1797,-13.0771,-2.8208,,
0.76953,-56.1538,0.25635,3.8462,7.436,10.5127,-0.25635,-17.6924,1.2822,-2.8203,13.5898,-9.4873,-3.8462,-2.3076,,
7.6924,-54.3589,-1.5386,2.0513,5.1284,5.6411,2.564,-20.5127,0,-7.1792,6.1538,-6.1538,-7.6924,0,,
7.6924,-53.3333,0,6.1538,0,8.2051,-1.0254,-13.333,1.5386,-3.0767,7.1797,-6.1538,-7.1792,2.0513,,
-0.5127,-52.3079,1.5386,0.5127,3.5898,0.5127,-3.5898,-20.5127,3.5898,5.1279,11.2822,-6.6665,-3.0771,-0.5127,,
-0.5127,-50.7693,1.0259,-3.5898,8.2051,-4.1025,0.5127,-28.2051,5.1284,6.6665,10.2563,-1.5386,-6.1538,1.0259,,
0.25635,-53.0769,3.3335,-0.25635,3.8462,-0.25635,-2.3076,-25.3843,2.8208,-0.25635,3.8462,0.25635,-14.6152,3.3335,,
-1.7947,-52.5642,6.4104,0.25659,3.8459,0.25659,-0.76929,-24.8718,4.3591,-0.25659,0.76929,-2.8206,-12.5642,1.282,,
-0.5127,-49.7434,6.667,0,10.7695,-1.5381,5.6411,-29.2307,7.1797,2.0513,2.5645,-10.2563,-10.769,0,,
-0.76929,-52.5642,3.8459,2.3079,8.9744,-0.25659,1.7947,-30.5129,3.3333,-1.282,3.8459,-15.6409,-15.1282,0.25659,,
1.0254,-52.3079,3.0767,4.6152,5.1279,-0.5127,0,-28.718,2.0513,-2.0513,0,-12.3076,-11.2822,1.5386,,
0.76929,-51.5383,3.3333,0.76929,7.4358,-2.3074,2.8206,-31.5383,2.8206,-3.3333,-0.76929,-10.5129,-8.9744,3.3333,,
-1.7949,-53.0769,4.3589,-1.2817,7.436,0.25635,1.2822,-31.0256,2.3076,-0.25635,5.3848,-12.564,-13.0767,2.8208,,
-2.8206,-55.1282,3.3333,0.76929,5.3845,-0.76929,-2.3079,-24.8718,7.4358,5.3845,5.8972,-8.9744,-15.1282,1.282,,
-2.051,-51.7947,1.5388,1.0256,2.5642,-4.615,-2.5637,-22.051,11.7952,6.1541,6.6667,-1.0256,-9.2307,2.0515,,
0.76904,-47.9487,2.8203,0.25635,-0.25635,-6.9229,-2.8203,-25.3848,11.0254,3.8462,6.9229,-0.76904,-3.8462,2.8203,,
1.7949,-53.0769,5.8975,-0.76904,5.3848,-13.0771,0.76904,-32.5642,11.5386,7.9487,2.8203,-2.8203,-10,-3.3335,,
-1.0259,-60.5129,4.6152,0,8.2051,-18.9746,5.6406,-34.8721,13.333,13.333,5.6406,0,-18.9746,-8.2056,,
0.25635,-58.7178,1.7949,4.3589,-0.25635,-19.7437,3.8462,-31.5381,8.9746,7.436,11.0259,-2.8203,-13.5898,-0.25635,,
1.0256,-54.3586,1.0256,3.0774,-2.5637,-20.5125,-1.0256,-32.8201,4.6155,2.5642,3.5901,-8.2048,-10.2561,1.5388,,
0.5127,-49.7437,7.1792,-0.51269,9.2305,-18.4614,1.5386,-32.8206,7.6924,7.6924,2.0513,-0.51269,-14.8721,-4.1025,,
-0.25635,-53.0769,7.436,0.25635,6.4102,-15.6411,0.25635,-30.5127,2.3076,1.7949,1.2822,-3.8462,-12.564,-10.5127,,
12.5642,-45.8975,8.4617,13.0769,3.3333,-4.8718,2.3079,-16.6667,1.282,0.76929,-0.76929,-8.4617,-0.76929,-2.8206,,
19.4873,-39.4871,12.8208,16.4102,5.6411,-1.5386,4.1025,-11.7949,0.5127,4.1025,-1.5386,-11.2822,-5.1279,-0.5127,,
13.8462,-44.1023,13.3335,12.8208,5.1284,-4.6152,0,-16.9229,2.5645,0,2.0513,-12.3076,-14.8716,-4.6152,,
7.9485,-43.8462,6.9231,11.5383,4.3586,-1.282,-1.7952,-15.1282,12.051,1.282,7.4358,-6.4104,-11.0256,-2.3079,,
1.5383,-44.1025,1.0256,2.5642,4.6155,-2.0515,-1.0256,-15.3845,9.7434,3.5896,4.6155,-3.0769,-14.8718,-3.0769,,
7.9485,-41.7949,7.4358,-0.76929,4.8718,-3.3333,0.76929,-14.6155,1.7947,4.8718,1.7947,-2.3079,-18.718,-0.76929,,
15.8975,-43.0769,14.3589,3.5898,6.1538,-2.564,0,-12.8208,0,8.7178,0,-3.5898,-10.7695,0.51269,,
15.8975,-45.6411,11.7949,6.1538,8.2051,-4.1025,0,-7.6924,1.0254,10.2563,0,-2.0513,-6.1538,-1.5386,,
12.564,-48.9744,5.3848,0.25635,4.3589,-7.9487,0.25635,-3.8462,1.2822,2.3076,-0.25635,-3.3335,-14.6152,-0.25635,,
12.564,-47.9487,6.9233,0.25635,2.8208,-6.4102,-0.25635,-2.8203,3.8462,1.7949,-1.2817,-4.3589,-20.2563,2.8208,,
14.8721,-43.5896,10.769,10.769,5.1284,-2.564,-2.564,-2.0513,2.0513,5.6411,-2.564,-3.5898,-17.9487,3.0771,,
16.9231,-44.1025,9.7434,12.8206,5.6409,-2.5642,-3.5896,-1.5383,1.0256,3.0769,-0.51294,-3.5896,-18.4617,0.51294,,
15.1284,-42.3076,7.9487,5.8975,3.3335,-7.436,-2.8203,-0.76904,3.3335,0.76904,0.76904,-4.3589,-22.3076,-0.76904,,
19.7437,-39.7437,12.0513,10,3.3335,-7.9487,-0.25635,0.25635,2.3076,3.8462,-0.76904,-3.3335,-18.7178,-0.76904,,
29.231,-42.564,14.3589,15.8975,5.1284,-6.6665,1.0259,-0.5127,-2.0513,0.5127,-2.564,-5.1279,-9.7437,1.0259,,
31.0254,-40.2563,13.5898,15.1284,5.8975,-0.25635,-0.25635,5.8975,-0.25635,-0.25635,0.25635,-5.3848,-5.3848,6.4102,,
18.4617,-41.5383,8.2053,11.7952,2.5642,-1.0256,-4.1023,4.6155,-2.5637,1.0256,-3.0769,-3.0769,-13.3333,2.5642,,
16.1538,-45.8972,10.5127,14.1025,4.3589,-4.3589,-0.25635,0.25635,-3.8462,2.8208,-1.2817,-1.2817,-14.1025,0.25635,,
21.5388,-47.1794,11.282,8.718,9.2307,-7.1794,-2.5637,-1.0256,-1.0256,1.0256,5.6414,-7.1794,-11.282,1.5388,,
19.2305,-44.8718,7.4355,-0.25635,8.9741,-11.5386,-7.9487,-6.4106,0.76904,0.25635,4.3589,-9.4873,-14.6157,2.3076,,
17.9487,-47.6924,6.6665,3.0767,0.5127,-15.8975,-7.6924,-11.2822,-0.51269,3.5898,0.5127,-2.564,-18.4614,6.1538,,
21.5386,-48.718,8.2051,11.2822,-1.5386,-16.4102,-8.7178,-6.6665,0.5127,5.1284,3.0771,-0.5127,-15.8975,7.1797,,
20,-44.6152,10.2563,7.6924,5.6411,-13.333,-8.7178,-2.0513,2.5645,2.0513,4.6157,-11.2817,-11.2817,-2.564,,
16.4104,-43.0769,11.7947,2.5642,7.6921,-11.7947,-5.6409,-2.0515,4.1028,2.0515,6.1541,-11.282,-9.2307,-5.6409,,
19.231,-48.4614,9.4873,3.8462,1.7949,-12.564,-8.9741,0.25635,-0.25635,0.25635,2.8208,-4.8716,-15.6411,-0.76904,,
29.4868,-42.8206,8.9741,12.564,0.25635,-4.3589,-7.436,10.5127,-3.8462,0.25635,-0.25635,-2.3076,-20.7695,2.8203,,
26.1538,-41.5383,7.1797,8.7183,0.51318,0,-4.1025,12.8208,-3.5894,0,-1.5381,-5.6406,-20.5127,2.0513,,
17.6924,-47.4358,2.8208,2.3076,2.3076,-5.8975,-6.4102,6.4102,-1.7949,-0.25635,0.25635,-4.3589,-18.2051,5.3848,,
22.5642,-44.6152,1.0256,6.6667,1.0256,-10.7688,-10.2561,7.1794,-4.615,5.1282,-2.5637,-1.0256,-17.4358,11.7952,,
29.231,-42.051,6.667,9.7437,0,-6.1538,-7.1792,12.8208,-8.7178,9.7437,-5.6406,0,-19.4868,14.3594,,
22.5642,-46.6665,5.6409,1.5383,2.0515,-2.5642,-4.6155,10.2566,-9.7434,4.1028,-1.5383,-2.5642,-17.9485,9.2307,,
19.7434,-44.3591,4.8718,1.7947,7.9485,-5.8977,-2.8206,6.4104,-9.4871,0.76929,-0.76929,-5.8977,-11.0256,6.4104,,
24.1025,-38.4617,9.2305,11.2817,9.7437,-5.1284,-4.1025,8.2051,-5.6411,4.1025,-5.6411,-4.6157,-15.3848,8.2051,,
21.0259,-40,3.5898,5.6411,4.1025,-2.564,-11.7949,6.6665,-2.0513,2.0513,-6.6665,-7.1797,-27.6924,3.5898,,
18.7178,-43.8464,0.76904,-0.25635,4.8716,-7.9487,-11.5386,7.9487,0.25635,1.2817,-4.3594,-11.0259,-20.7695,2.3076,,
17.4358,-48.2053,1.5383,0.51294,8.718,-16.9231,-9.7439,3.0769,-0.51294,1.0256,-9.2307,-15.3845,-12.3079,1.0256,,
24.8721,-41.282,9.4873,6.9233,15.1284,-7.436,-2.8203,-0.25635,6.4102,6.9233,-2.3076,-8.9741,-13.0767,0.25635,,
25.1279,-38.9744,9.231,1.5386,16.4102,-1.5386,-2.0513,-4.6152,9.231,8.7178,3.5898,-3.5898,-18.9744,-3.0771,,
19.7434,-39.231,10.5129,-0.76929,21.282,-2.3079,-1.7952,-6.4104,7.4358,14.6155,3.3333,-2.8206,-15.6411,0.76929,,
17.6926,-40.769,13.5901,5.8977,22.8206,-3.8459,-0.76929,-14.6152,2.8206,12.0515,0.76929,-11.5383,-16.6665,-4.8718,,
27.4358,-43.8462,10.0002,8.9744,16.1541,0.76929,0.25659,-23.3333,0.25659,-0.25659,-5.8972,-15.6411,-20.2563,-12.051,,
37.436,-41.5386,5.6411,8.7178,15.3848,15.7693,2.0513,-22.0513,0,0,-10.2563,-6.6665,-16.9229,-1.0259,,
34.1023,-42.3076,0.76929,7.4358,13.5896,19.7434,-0.76929,-28.9744,-7.4358,2.8206,-14.1028,-8.9744,-23.8462,2.3079,,
35.3843,-43.0771,1.5381,8.2051,7.1792,16.9229,0,-35.8977,-13.3335,0,-16.4106,-11.2822,-29.231,0,,
42.564,-42.0515,4.6152,8.2051,7.6924,29.2305,0.5127,-34.8718,-10.2563,-0.5127,-18.4614,-4.1025,-24.6155,4.1025,,
42.564,-42.0513,5.6411,6.1538,11.2822,41.0254,-0.5127,-36.9231,-8.2051,0.5127,-17.9487,-6.1538,-20.5129,0.5127,,
36.1541,-43.8462,8.4617,8.4617,12.0515,43.3333,2.8206,-36.6667,-3.3333,0.25659,-11.5383,-5.3845,-21.7949,-0.25659,,
30.5127,-45.3848,8.9741,8.9741,14.6152,45.8975,2.3076,-32.0513,-2.8208,-2.8208,-6.4102,-2.3076,-26.4104,6.9229,,
36.4102,-40.5127,7.1797,11.2822,17.436,54.8721,2.564,-28.2051,-6.1538,-2.564,-4.6152,-6.1538,-22.0513,8.7183,,
40.5129,-40.5129,4.6155,10.7693,13.3333,50.2566,5.1282,-34.3589,-7.1794,-2.0515,-7.6921,-10.2566,-17.4358,2.0515,,
37.1797,-42.3076,7.9487,10,11.0259,43.3335,3.3335,-44.3589,-7.436,-1.2822,-10.5127,-8.4614,-19.7437,1.2822,,
38.9744,-36.9229,13.8464,17.949,12.8206,51.7952,2.5642,-37.4358,-9.2307,-2.5642,-7.1794,-7.1794,-20.5127,5.6414,,
43.0769,-34.3589,9.7434,24.1028,11.7947,56.9231,6.6667,-30.2563,-9.2307,-6.1541,-8.718,-10.2566,-22.0513,6.1541,,
40.5132,-38.4614,3.5898,22.0513,8.2051,51.7949,5.1284,-35.8972,-9.2305,-3.5898,-11.2817,-10.769,-26.6665,5.6411,,
38.4619,-42.051,6.667,20,8.2051,50.7695,-2.0513,-35.8972,-11.7949,2.0513,-11.7949,-8.7178,-27.1794,7.1797,,
37.6924,-42.3076,7.436,19.7437,9.4873,53.0771,-2.3076,-24.8718,-7.436,2.3076,-10.5127,-7.9487,-25.8975,5.8975,,
